ip_src,ip_dst,srcport,dstport,tp_proto,data_proto,data_type,data_len,entropy,reason
192.168.20.142,8.8.8.8,44162,53,udp,dns,text,32,0.405006209721,info:dns
8.8.8.8,192.168.20.142,53,44162,udp,dns,text,48,0.402550985508,info:dns
8.8.8.8,192.168.20.142,53,44162,udp,dns,text,60,0.462975108444,info:dns
192.168.20.142,8.8.8.8,51943,53,udp,dns,text,47,0.472188694748,info:dns
8.8.8.8,192.168.20.142,53,51943,udp,dns,text,63,0.484898915543,info:dns
192.168.20.142,216.58.206.99,42736,443,udp,gquic,encrypted,1350,0.378783173565,info:gquic
192.168.20.142,216.58.206.99,42736,443,udp,gquic,encrypted,367,0.806207597356,info:gquic
216.58.206.99,192.168.20.142,443,42736,udp,gquic,encrypted,1350,0.861914444015,info:gquic
216.58.206.99,192.168.20.142,443,42736,udp,gquic,encrypted,31,0.471694657784,info:gquic
216.58.206.99,192.168.20.142,443,42736,udp,gquic,encrypted,100,0.691583159993,info:gquic
192.168.20.142,216.58.206.99,42736,443,udp,gquic,encrypted,41,0.53099093918,info:gquic
192.168.20.142,216.58.206.99,42736,443,udp,gquic,encrypted,28,0.424093426306,info:gquic
216.58.206.99,192.168.20.142,443,42736,udp,gquic,encrypted,20,0.375,info:gquic
192.168.20.142,216.58.206.99,42736,443,udp,gquic,encrypted,28,0.409701679602,info:gquic
192.168.20.142,64.233.184.188,56310,5228,tcp,ssl,unknown,25,0.424093426306,info:
64.233.184.188,192.168.20.142,5228,56310,tcp,ssl,unknown,25,0.493462847403,info:
192.168.20.142,8.8.8.8,35961,53,udp,dns,text,32,0.379099043599,info:dns
192.168.20.142,8.8.8.8,35961,53,udp,dns,text,32,0.405006209721,info:dns
8.8.8.8,192.168.20.142,53,35961,udp,dns,text,48,0.402550985508,info:dns
8.8.8.8,192.168.20.142,53,35961,udp,dns,text,60,0.449987957636,info:dns
192.168.20.142,192.168.20.254,68,67,udp,bootp,text,356,0.369413049368,info:low entropy
192.168.20.254,192.168.20.142,67,68,udp,bootp,text,301,0.205071586674,info:low entropy
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,40,0.422842163688,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,361,0.674710093616,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,40,0.422842163688,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,361,0.674710093616,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,40,0.427560210577,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,77,0.562249580739,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,40,0.427560210577,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,77,0.562249580739,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,226,0.635033765181,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,144,0.584675906428,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,226,0.635033765181,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,144,0.584675906428,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,39,0.418471330514,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,49,0.442482871113,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,39,0.418471330514,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,49,0.442482871113,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,178,0.61033592149,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,116,0.569125152573,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,178,0.61033592149,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,116,0.569125152573,info:
192.168.20.142,8.8.8.8,44100,53,udp,dns,text,47,0.472188694748,info:dns
8.8.8.8,192.168.20.142,53,44100,udp,dns,text,63,0.474759753884,info:dns
192.168.20.142,216.58.206.99,37779,443,udp,gquic,encrypted,1350,0.386473198895,info:gquic
192.168.20.142,216.58.206.99,37779,443,udp,gquic,encrypted,367,0.801472129677,info:gquic
216.58.206.99,192.168.20.142,443,37779,udp,gquic,encrypted,1350,0.850503148777,info:gquic
216.58.206.99,192.168.20.142,443,37779,udp,gquic,encrypted,31,0.4580622224,info:gquic
216.58.206.99,192.168.20.142,443,37779,udp,gquic,encrypted,100,0.648594804966,info:gquic
192.168.20.142,216.58.206.99,37779,443,udp,gquic,encrypted,41,0.546065315966,info:gquic
192.168.20.142,216.58.206.99,37779,443,udp,gquic,encrypted,28,0.4580622224,info:gquic
216.58.206.99,192.168.20.142,443,37779,udp,gquic,encrypted,20,0.424093426306,info:gquic
192.168.20.142,216.58.206.99,37779,443,udp,gquic,encrypted,28,0.5,info:gquic
192.168.20.142,8.8.8.8,40207,53,udp,dns,text,32,0.392329989026,info:dns
192.168.20.142,8.8.8.8,40207,53,udp,dns,text,32,0.392184174639,info:dns
8.8.8.8,192.168.20.142,53,40207,udp,dns,text,48,0.413257210756,info:dns
8.8.8.8,192.168.20.142,53,40207,udp,dns,text,60,0.441721621885,info:dns
192.168.20.142,8.8.8.8,39290,53,udp,dns,text,47,0.472188694748,info:dns
8.8.8.8,192.168.20.142,53,39290,udp,dns,text,63,0.48400464105,info:dns
192.168.20.142,216.58.206.131,53721,443,udp,gquic,encrypted,1350,0.390554162699,info:gquic
192.168.20.142,216.58.206.131,53721,443,udp,gquic,encrypted,367,0.803736647673,info:gquic
216.58.206.131,192.168.20.142,443,53721,udp,gquic,encrypted,1350,0.858716771148,info:gquic
216.58.206.131,192.168.20.142,443,53721,udp,gquic,encrypted,31,0.475919365257,info:gquic
216.58.206.131,192.168.20.142,443,53721,udp,gquic,encrypted,100,0.661707586211,info:gquic
192.168.20.142,216.58.206.131,53721,443,udp,gquic,encrypted,41,0.537134915943,info:gquic
192.168.20.142,216.58.206.131,53721,443,udp,gquic,encrypted,28,0.475919365257,info:gquic
216.58.206.131,192.168.20.142,443,53721,udp,gquic,encrypted,20,0.39624062518,info:gquic
192.168.20.142,216.58.206.131,53721,443,udp,gquic,encrypted,28,0.4580622224,info:gquic
192.168.20.142,64.233.184.188,56310,5228,tcp,ssl,unknown,25,0.455027991118,info:
64.233.184.188,192.168.20.142,5228,56310,tcp,ssl,unknown,25,0.438361324451,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,40,0.422842163688,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,40,0.422842163688,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,361,0.674710093616,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,40,0.427560210577,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,77,0.562249580739,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,361,0.674710093616,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,40,0.427560210577,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,77,0.562249580739,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,226,0.635033765181,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,144,0.584675906428,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,226,0.635033765181,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,144,0.584675906428,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,39,0.418471330514,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,49,0.442482871113,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,178,0.61033592149,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,116,0.569125152573,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,39,0.418471330514,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,49,0.442482871113,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,178,0.61033592149,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,116,0.569125152573,info:
192.168.20.142,8.8.8.8,53824,53,udp,dns,text,32,0.379099043599,info:dns
192.168.20.142,8.8.8.8,53824,53,udp,dns,text,32,0.378701281486,info:dns
8.8.8.8,192.168.20.142,53,53824,udp,dns,text,60,0.441721621885,info:dns
8.8.8.8,192.168.20.142,53,53824,udp,dns,text,48,0.416705664849,info:dns
192.168.20.142,8.8.8.8,56491,53,udp,dns,text,47,0.46969562837,info:dns
8.8.8.8,192.168.20.142,53,56491,udp,dns,text,63,0.484898915543,info:dns
192.168.20.142,216.58.206.131,50972,443,udp,gquic,encrypted,1350,0.377992926688,info:gquic
192.168.20.142,216.58.206.131,50972,443,udp,gquic,encrypted,367,0.796753626218,info:gquic
216.58.206.131,192.168.20.142,443,50972,udp,gquic,encrypted,1350,0.857326923526,info:gquic
216.58.206.131,192.168.20.142,443,50972,udp,gquic,encrypted,31,0.5,info:gquic
216.58.206.131,192.168.20.142,443,50972,udp,gquic,encrypted,100,0.673168762726,info:gquic
216.58.206.131,192.168.20.142,443,50972,udp,gquic,encrypted,1350,0.860209772223,info:gquic
192.168.20.142,216.58.206.131,50972,443,udp,gquic,encrypted,1350,0.380559668583,info:gquic
192.168.20.142,216.58.206.131,50972,443,udp,gquic,encrypted,41,0.496226972803,info:gquic
192.168.20.142,216.58.206.131,50972,443,udp,gquic,encrypted,28,0.43242895233,info:gquic
192.168.20.142,216.58.206.131,50972,443,udp,gquic,encrypted,28,0.475919365257,info:gquic
216.58.206.131,192.168.20.142,443,50972,udp,gquic,encrypted,23,0.406453645923,info:gquic
192.168.20.142,8.8.8.8,38184,53,udp,dns,text,32,0.365179979412,info:dns
192.168.20.142,8.8.8.8,38184,53,udp,dns,text,32,0.392184174639,info:dns
8.8.8.8,192.168.20.142,53,38184,udp,dns,text,60,0.441721621885,info:dns
8.8.8.8,192.168.20.142,53,38184,udp,dns,text,48,0.37983262049,info:dns
192.168.20.142,8.8.8.8,55757,53,udp,dns,text,47,0.475391664142,info:dns
8.8.8.8,192.168.20.142,53,55757,udp,dns,text,63,0.479540355335,info:dns
192.168.20.142,216.58.206.131,54819,443,udp,gquic,encrypted,1350,0.391503477659,info:gquic
192.168.20.142,216.58.206.131,54819,443,udp,gquic,encrypted,367,0.804138591594,info:gquic
216.58.206.131,192.168.20.142,443,54819,udp,gquic,encrypted,1350,0.856412881351,info:gquic
216.58.206.131,192.168.20.142,443,54819,udp,gquic,encrypted,31,0.488361324451,info:gquic
216.58.206.131,192.168.20.142,443,54819,udp,gquic,encrypted,100,0.687111056893,info:gquic
192.168.20.142,216.58.206.131,54819,443,udp,gquic,encrypted,41,0.591990793829,info:gquic
192.168.20.142,216.58.206.131,54819,443,udp,gquic,encrypted,28,0.507351736291,info:gquic
192.168.20.142,216.58.206.131,54819,443,udp,gquic,encrypted,28,0.4580622224,info:gquic
216.58.206.131,192.168.20.142,443,54819,udp,gquic,encrypted,20,0.43242895233,info:gquic
192.168.20.142,64.233.184.188,56310,5228,tcp,ssl,unknown,25,0.496226972803,info:
64.233.184.188,192.168.20.142,5228,56310,tcp,ssl,unknown,25,0.443324195537,info:
192.168.20.142,8.8.8.8,51483,53,udp,dns,text,37,0.431129536735,info:dns
8.8.8.8,192.168.20.142,53,51483,udp,dns,text,77,0.486797323667,info:dns
192.168.20.142,172.217.169.14,33664,443,udp,gquic,encrypted,1350,0.377150429361,info:gquic
172.217.169.14,192.168.20.142,443,33664,udp,gquic,encrypted,1350,0.860579542135,info:gquic
172.217.169.14,192.168.20.142,443,33664,udp,gquic,encrypted,31,0.466815208097,info:gquic
192.168.20.142,172.217.169.14,33664,443,udp,gquic,encrypted,39,0.507351736291,info:gquic
192.168.20.142,172.217.169.14,33664,443,udp,gquic,encrypted,28,0.427286979257,info:gquic
192.168.20.142,172.217.169.14,33664,443,udp,gquic,encrypted,1350,0.855553733483,info:gquic
192.168.20.142,172.217.169.14,33664,443,udp,gquic,encrypted,1350,0.856438677606,info:gquic
192.168.20.142,172.217.169.14,33664,443,udp,gquic,encrypted,1185,0.856790329423,info:gquic
172.217.169.14,192.168.20.142,443,33664,udp,gquic,encrypted,20,0.39624062518,info:gquic
172.217.169.14,192.168.20.142,443,33664,udp,gquic,encrypted,20,0.415241011861,info:gquic
172.217.169.14,192.168.20.142,443,33664,udp,gquic,encrypted,531,0.830117646846,info:gquic
172.217.169.14,192.168.20.142,443,33664,udp,gquic,encrypted,18,0.44812031259,info:gquic
192.168.20.142,172.217.169.14,33664,443,udp,gquic,encrypted,28,0.44812031259,info:gquic
192.168.20.142,8.8.8.8,47797,53,udp,dns,text,40,0.46507304997,info:dns
192.168.20.142,8.8.8.8,47797,53,udp,dns,text,40,0.481464026526,info:dns
8.8.8.8,192.168.20.142,53,47797,udp,dns,text,234,0.458653817589,info:dns
8.8.8.8,192.168.20.142,53,47797,udp,dns,text,102,0.548893057994,info:dns
192.168.20.142,216.58.198.170,54987,443,tcp,ssl,text,584,0.746061112404,info:ssl+handshake
216.58.198.170,192.168.20.142,443,54987,tcp,ssl,text,212,0.696429717967,info:ssl+handshake
192.168.20.142,216.58.198.170,54987,443,tcp,ssl,unknown,64,0.554758409766,info:
192.168.20.142,216.58.198.170,54987,443,tcp,ssl,unknown,86,0.641532201029,info:
192.168.20.142,216.58.198.170,54987,443,tcp,ssl,unknown,256,0.79226932023,info:
192.168.20.142,216.58.198.170,54987,443,tcp,ssl,unknown,270,0.778349859986,info:
216.58.198.170,192.168.20.142,443,54987,tcp,ssl,encrypted,502,0.821524676805,info:ssl+etp>0.8
216.58.198.170,192.168.20.142,443,54987,tcp,ssl,unknown,62,0.610641130163,info:
216.58.198.170,192.168.20.142,443,54987,tcp,ssl,unknown,31,0.493462847403,info:
192.168.20.142,216.58.198.170,54987,443,tcp,ssl,unknown,31,0.496226972803,info:
216.58.198.170,192.168.20.142,443,54987,tcp,ssl,unknown,255,0.774378905217,info:
216.58.198.170,192.168.20.142,443,54987,tcp,ssl,encrypted,423,0.802371440571,info:ssl+etp>0.8
216.58.198.170,192.168.20.142,443,54987,tcp,ssl,unknown,82,0.649762735443,info:
216.58.198.170,192.168.20.142,443,54987,tcp,ssl,unknown,39,0.550482023722,info:
192.168.20.142,216.58.198.170,54987,443,tcp,ssl,unknown,39,0.543706114072,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,40,0.422842163688,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,361,0.674710093616,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,40,0.427560210577,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,77,0.562249580739,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,226,0.635033765181,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,144,0.584675906428,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,39,0.418471330514,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,49,0.442482871113,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,178,0.61033592149,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,116,0.569125152573,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,40,0.422842163688,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,361,0.674710093616,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,40,0.427560210577,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,77,0.562249580739,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,226,0.635033765181,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,144,0.584675906428,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,39,0.418471330514,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,49,0.442482871113,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,178,0.61033592149,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,116,0.569125152573,info:
192.168.20.142,172.217.169.14,33664,443,udp,gquic,encrypted,23,0.475919365257,info:gquic
172.217.169.14,192.168.20.142,443,33664,udp,gquic,encrypted,20,0.43242895233,info:gquic
192.168.20.142,8.8.8.8,48861,53,udp,dns,text,47,0.472188694748,info:dns
8.8.8.8,192.168.20.142,53,48861,udp,dns,text,63,0.479540355335,info:dns
192.168.20.142,216.58.213.3,57762,443,udp,gquic,encrypted,1350,0.387812399563,info:gquic
192.168.20.142,216.58.213.3,57762,443,udp,gquic,encrypted,367,0.799268078012,info:gquic
216.58.213.3,192.168.20.142,443,57762,udp,gquic,encrypted,1350,0.858545612737,info:gquic
216.58.213.3,192.168.20.142,443,57762,udp,gquic,encrypted,31,0.52124062518,info:gquic
216.58.213.3,192.168.20.142,443,57762,udp,gquic,encrypted,100,0.679641403041,info:gquic
192.168.20.142,216.58.213.3,57762,443,udp,gquic,encrypted,41,0.490241011861,info:gquic
192.168.20.142,216.58.213.3,57762,443,udp,gquic,encrypted,28,0.484375,info:gquic
216.58.213.3,192.168.20.142,443,57762,udp,gquic,encrypted,20,0.390241011861,info:gquic
192.168.20.142,216.58.213.3,57762,443,udp,gquic,encrypted,28,0.433465012559,info:gquic
192.168.20.142,8.8.8.8,51671,53,udp,dns,text,32,0.392329989026,info:dns
192.168.20.142,8.8.8.8,51671,53,udp,dns,text,32,0.378701281486,info:dns
8.8.8.8,192.168.20.142,53,51671,udp,dns,text,48,0.401352448851,info:dns
8.8.8.8,192.168.20.142,53,51671,udp,dns,text,60,0.43717616734,info:dns
192.168.20.142,64.233.167.188,46921,5228,tcp,ssl,unknown,26,0.46875,info:
64.233.167.188,192.168.20.142,5228,46921,tcp,ssl,unknown,26,0.46875,info:
192.168.20.142,8.8.8.8,49791,53,udp,dns,text,33,0.403091268331,info:dns
192.168.20.142,8.8.8.8,49791,53,udp,dns,text,33,0.415767489026,info:dns
8.8.8.8,192.168.20.142,53,49791,udp,dns,text,145,0.393558320454,info:dns
8.8.8.8,192.168.20.142,53,49791,udp,dns,text,97,0.411650588833,info:dns
192.168.20.142,216.239.35.12,46521,123,udp,ntp,unknown,48,0.113896396664,info:
216.239.35.12,192.168.20.142,123,46521,udp,ntp,unknown,48,0.437162464694,info:
192.168.20.142,192.168.20.254,68,67,udp,bootp,text,356,0.375640456801,info:low entropy
192.168.20.254,192.168.20.142,67,68,udp,bootp,text,301,0.217002705778,info:low entropy
192.168.20.142,8.8.8.8,48606,53,udp,dns,text,47,0.475391664142,info:dns
8.8.8.8,192.168.20.142,53,48606,udp,dns,text,63,0.487935500857,info:dns
192.168.20.142,216.58.206.99,49607,443,udp,gquic,encrypted,1350,0.384880063514,info:gquic
192.168.20.142,216.58.206.99,49607,443,udp,gquic,encrypted,367,0.821709786982,info:gquic
216.58.206.99,192.168.20.142,443,49607,udp,gquic,encrypted,1350,0.857043367213,info:gquic
216.58.206.99,192.168.20.142,443,49607,udp,gquic,encrypted,31,0.517833044444,info:gquic
216.58.206.99,192.168.20.142,443,49607,udp,gquic,encrypted,100,0.660482023722,info:gquic
192.168.20.142,216.58.206.99,49607,443,udp,gquic,encrypted,41,0.496226972803,info:gquic
192.168.20.142,216.58.206.99,49607,443,udp,gquic,encrypted,28,0.443324195537,info:gquic
216.58.206.99,192.168.20.142,443,49607,udp,gquic,encrypted,20,0.475919365257,info:gquic
192.168.20.142,216.58.206.99,49607,443,udp,gquic,encrypted,28,0.471694657784,info:gquic
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,40,0.422842163688,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,40,0.422842163688,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,361,0.674710093616,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,40,0.427560210577,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,77,0.562249580739,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,226,0.635033765181,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,144,0.584675906428,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,39,0.418471330514,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,49,0.442482871113,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,178,0.61033592149,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,116,0.569125152573,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,361,0.674710093616,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,40,0.427560210577,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,77,0.562249580739,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,226,0.635033765181,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,144,0.584675906428,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,39,0.418471330514,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,49,0.442482871113,info:
192.168.20.142,224.0.0.251,5353,5353,udp,mdns,unknown,178,0.61033592149,info:
